ShellSortCiura22,1000000,8804,853896820,1171101.679475,true
ShellSortCiura22,1000000,8805,836672545,1195210.726079,true
ShellSortCiura22,1000000,8806,842275076,1187260.585638,true
ShellSortCiura22,1000000,8807,850568003,1175684.949908,true
ShellSortCiura22,1000000,8808,864182469,1157163.025023,true
ShellSortCiura22,1000000,8809,929999710,1075269.152503,true
ShellSortCiura22,1000000,8810,835378290,1197062.470944,true
ShellSortCiura22,1000000,8811,832165774,1201683.644346,true
ShellSortCiura22,1000000,8812,829155699,1206046.103532,true
ShellSortCiura22,1000000,8813,833536996,1199706.797417,true
ShellSortCiura22,1000000,8814,833060265,1200393.347293,true
ShellSortCiura22,1000000,8815,831160691,1203136.783089,true
ShellSortCiura22,1000000,8816,836864438,1194936.664282,true
ShellSortCiura22,1000000,8817,831193239,1203089.670464,true
ShellSortCiura22,1000000,8818,828777700,1206596.171688,true
ShellSortCiura22,1000000,8819,829979996,1204848.315404,true
ShellSortCiura22,1000000,8820,835867826,1196361.396975,true
ShellSortCiura22,1000000,8821,836276631,1195776.568340,true
ShellSortCiura22,1000000,8822,827857203,1207937.789725,true
ShellSortCiura22,1000000,8823,830296516,1204389.011311,true
ShellSortCiura22,1000000,8824,834408405,1198453.891413,true
ShellSortCiura22,1000000,8825,827658828,1208227.310783,true
ShellSortCiura22,1000000,8826,828029510,1207686.426538,true
ShellSortCiura22,1000000,8827,826739383,1209571.021488,true
ShellSortCiura22,1000000,8828,831581590,1202527.824119,true
ShellSortCiura22,1000000,8829,842636673,1186751.101682,true
ShellSortCiura22,1000000,8830,844829580,1183670.675925,true
ShellSortCiura22,1000000,8831,830089684,1204689.106822,true
ShellSortCiura22,1000000,8832,836835421,1194978.098328,true
ShellSortCiura22,1000000,8833,832180456,1201662.443272,true
ShellSortCiura22,1000000,8834,837509465,1194016.356579,true
ShellSortCiura22,1000000,8835,836456792,1195519.014926,true
ShellSortCiura22,1000000,8836,834624762,1198143.220198,true
ShellSortCiura22,1000000,8837,824129318,1213401.802555,true
ShellSortCiura22,1000000,8838,829565816,1205449.863908,true
ShellSortCiura22,1000000,8839,828191705,1207449.910404,true
ShellSortCiura22,1000000,8840,833475998,1199794.598044,true
ShellSortCiura22,1000000,8841,828982048,1206298.740018,true
ShellSortCiura22,1000000,8842,833089300,1200351.510936,true
ShellSortCiura22,1000000,8843,839486906,1191203.808961,true
ShellSortCiura22,1000000,8844,824400252,1213003.025623,true
ShellSortCiura22,1000000,8845,834351009,1198536.334484,true
ShellSortCiura22,1000000,8846,826305519,1210206.124740,true
ShellSortCiura22,1000000,8847,831662176,1202411.302158,true
ShellSortCiura22,1000000,8848,830816488,1203635.236474,true
ShellSortCiura22,1000000,8849,833688745,1199488.425384,true
ShellSortCiura22,1000000,8850,827515995,1208435.856276,true
ShellSortCiura22,1000000,8851,827654087,1208234.231797,true
ShellSortCiura22,1000000,8852,834856841,1197810.152459,true
ShellSortCiura22,1000000,8853,836524566,1195422.155719,true
ShellSortCiura22,1000000,8854,832743852,1200849.454005,true
ShellSortCiura22,1000000,8855,833316478,1200024.272171,true
ShellSortCiura22,1000000,8856,836560107,1195371.368575,true
ShellSortCiura22,1000000,8857,828888905,1206434.292904,true
ShellSortCiura22,1000000,8858,827469842,1208503.258056,true
ShellSortCiura22,1000000,8859,828049016,1207657.977580,true
ShellSortCiura22,1000000,8860,829470994,1205587.666396,true
ShellSortCiura22,1000000,8861,827021822,1209157.936826,true
ShellSortCiura22,1000000,8862,829735960,1205202.676765,true
ShellSortCiura22,1000000,8863,837731486,1193699.910666,true
ShellSortCiura22,1000000,8864,832643902,1200993.603145,true
ShellSortCiura22,1000000,8865,823899966,1213739.581584,true
ShellSortCiura22,1000000,8866,822716407,1215485.666132,true
ShellSortCiura22,1000000,8867,826453599,1209989.285799,true
ShellSortCiura22,1000000,8868,828656199,1206773.087810,true
ShellSortCiura22,1000000,8869,828218034,1207411.525647,true
ShellSortCiura22,1000000,8870,828967622,1206319.732473,true
ShellSortCiura22,1000000,8871,831299518,1202935.859275,true
ShellSortCiura22,1000000,8872,826751870,1209552.752508,true
ShellSortCiura22,1000000,8873,827764929,1208072.442992,true
ShellSortCiura22,1000000,8874,835604290,1196738.709898,true
ShellSortCiura22,1000000,8875,830894523,1203522.194838,true
ShellSortCiura22,1000000,8876,828012572,1207711.131227,true
ShellSortCiura22,1000000,8877,828852508,1206487.270471,true
ShellSortCiura22,1000000,8878,830063686,1204726.838273,true
ShellSortCiura22,1000000,8879,831308769,1202922.472721,true
ShellSortCiura22,1000000,8880,831711197,1202340.432120,true
ShellSortCiura22,1000000,8881,833782289,1199353.851950,true
ShellSortCiura22,1000000,8882,824980364,1212150.062762,true
ShellSortCiura22,1000000,8883,826275186,1210250.552048,true
ShellSortCiura22,1000000,8884,822077808,1216429.868643,true
ShellSortCiura22,1000000,8885,835322233,1197142.803692,true
ShellSortCiura22,1000000,8886,827526178,1208420.986049,true
ShellSortCiura22,1000000,8887,829017096,1206247.741844,true
ShellSortCiura22,1000000,8888,829687680,1205272.808197,true
ShellSortCiura22,1000000,8889,829759766,1205168.099221,true
ShellSortCiura22,1000000,8890,835957936,1196232.438183,true
ShellSortCiura22,1000000,8891,822526676,1215766.040395,true
ShellSortCiura22,1000000,8892,835657355,1196662.715905,true
ShellSortCiura22,1000000,8893,826859497,1209395.312781,true
ShellSortCiura22,1000000,8894,825966401,1210703.000497,true
ShellSortCiura22,1000000,8895,828387867,1207163.986626,true
ShellSortCiura22,1000000,8896,828015708,1207706.557180,true
ShellSortCiura22,1000000,8897,828920658,1206388.078701,true
ShellSortCiura22,1000000,8898,824515602,1212833.326106,true
ShellSortCiura22,1000000,8899,834964929,1197655.093367,true
ShellSortCiura22,1000000,8900,821989576,1216560.439691,true
ShellSortCiura22,1000000,8901,825149310,1211901.879916,true
ShellSortCiura22,1000000,8902,830397996,1204241.827192,true
ShellSortCiura22,1000000,8903,830837580,1203604.680472,true
ShellSortCiura22,1000000,8904,836681113,1195198.486571,true
ShellSortCiura22,1000000,8905,835098168,1197464.008806,true
ShellSortCiura22,1000000,8906,823807592,1213875.678873,true
ShellSortCiura22,1000000,8907,821820848,1216810.211658,true
ShellSortCiura22,1000000,8908,826346257,1210146.462853,true
ShellSortCiura22,1000000,8909,827413546,1208585.482839,true
ShellSortCiura22,1000000,8910,827245232,1208831.385564,true
ShellSortCiura22,1000000,8911,826600018,1209774.955509,true
ShellSortCiura22,1000000,8912,836077604,1196061.221130,true
ShellSortCiura22,1000000,8913,833252417,1200116.530835,true
ShellSortCiura22,1000000,8914,829420612,1205660.898140,true
ShellSortCiura22,1000000,8915,829748388,1205184.625197,true
ShellSortCiura22,1000000,8916,828461570,1207056.592860,true
ShellSortCiura22,1000000,8917,834964273,1197656.034320,true
ShellSortCiura22,1000000,8918,827966784,1207777.919748,true
ShellSortCiura22,1000000,8919,826308934,1210201.123155,true
ShellSortCiura22,1000000,8920,854705091,1169994.200959,true
ShellSortCiura22,1000000,8921,827572879,1208352.793301,true
ShellSortCiura22,1000000,8922,824491628,1212868.592039,true
ShellSortCiura22,1000000,8923,828772152,1206604.248932,true
ShellSortCiura22,1000000,8924,844548906,1184064.052295,true
ShellSortCiura22,1000000,8925,832347920,1201420.675143,true
ShellSortCiura22,1000000,8926,828807807,1206552.341272,true
ShellSortCiura22,1000000,8927,825584383,1211263.222260,true
ShellSortCiura22,1000000,8928,843080860,1186125.848000,true
ShellSortCiura22,1000000,8929,834100440,1198896.382311,true
ShellSortCiura22,1000000,8930,841425150,1188459.841021,true
ShellSortCiura22,1000000,8931,836483830,1195480.371689,true
ShellSortCiura22,1000000,8932,834615152,1198157.015966,true
ShellSortCiura22,1000000,8933,831313135,1202916.155054,true
ShellSortCiura22,1000000,8934,827576742,1208347.152898,true
ShellSortCiura22,1000000,8935,842838913,1186466.339624,true
ShellSortCiura22,1000000,8936,825628448,1211198.575367,true
ShellSortCiura22,1000000,8937,830406191,1204229.942934,true
ShellSortCiura22,1000000,8938,855429616,1169003.248538,true
ShellSortCiura22,1000000,8939,832315739,1201467.127369,true
ShellSortCiura22,1000000,8940,832536989,1201147.832724,true
ShellSortCiura22,1000000,8941,832889704,1200639.166504,true
ShellSortCiura22,1000000,8942,831929837,1202024.444280,true
ShellSortCiura22,1000000,8943,829972113,1204859.758945,true
ShellSortCiura22,1000000,8944,830459211,1204153.059842,true
ShellSortCiura22,1000000,8945,828122344,1207551.042724,true
ShellSortCiura22,1000000,8946,829067914,1206173.804478,true
ShellSortCiura22,1000000,8947,832267323,1201537.021056,true
ShellSortCiura22,1000000,8948,827377519,1208638.109008,true
ShellSortCiura22,1000000,8949,831391604,1202802.620557,true
ShellSortCiura22,1000000,8950,831440134,1202732.414647,true
ShellSortCiura22,1000000,8951,829875022,1205000.721181,true
ShellSortCiura22,1000000,8952,831974370,1201960.103651,true
ShellSortCiura22,1000000,8953,835845303,1196393.634577,true
ShellSortCiura22,1000000,8954,832203432,1201629.267013,true
ShellSortCiura22,1000000,8955,833156506,1200254.685402,true
ShellSortCiura22,1000000,8956,836447692,1195532.021386,true
ShellSortCiura22,1000000,8957,832363907,1201397.599764,true
ShellSortCiura22,1000000,8958,833112369,1200318.273032,true
ShellSortCiura22,1000000,8959,837756828,1193663.801449,true
ShellSortCiura22,1000000,8960,833893890,1199193.341014,true
ShellSortCiura22,1000000,8961,832129780,1201735.623499,true
ShellSortCiura22,1000000,8962,841840753,1187873.117851,true
ShellSortCiura22,1000000,8963,837067451,1194646.857676,true
ShellSortCiura22,1000000,8964,834127741,1198857.142434,true
ShellSortCiura22,1000000,8965,828490698,1207014.155275,true
ShellSortCiura22,1000000,8966,827981535,1207756.402442,true
